CustomerID,TicketID,Date,FCR,NPS_Score,Categoria
CUST011791,TKT0015948,2025-04-16,1,8,Neutro
CUST002678,TKT0111848,2022-04-12,1,9,Promotor
CUST017480,TKT0059301,2024-03-28,1,9,Promotor
CUST039749,TKT0080278,2025-06-24,0,3,Detrator
CUST033291,TKT0115889,2024-10-21,1,10,Promotor
CUST027942,TKT0014850,2022-06-27,1,8,Neutro
CUST009471,TKT0006012,2025-10-28,0,2,Detrator
CUST015938,TKT0112196,2022-06-30,0,4,Detrator
CUST008015,TKT0112285,2022-12-13,0,6,Detrator
CUST023763,TKT0092486,2023-06-17,1,10,Promotor
CUST013096,TKT0006936,2023-04-22,1,8,Neutro
CUST018364,TKT0001312,2023-07-17,1,9,Promotor
CUST021993,TKT0097634,2025-07-18,1,8,Neutro
CUST004969,TKT0101647,2023-12-29,1,9,Promotor
CUST022057,TKT0126982,2024-07-05,1,9,Promotor
CUST005181,TKT0061137,2025-10-28,1,10,Promotor
CUST011158,TKT0018006,2025-07-16,0,6,Detrator
CUST004955,TKT0065133,2022-08-14,1,8,Neutro
CUST035094,TKT0016786,2022-03-03,1,9,Promotor
CUST045549,TKT0117868,2024-01-22,0,2,Detrator
CUST044389,TKT0079969,2022-03-14,1,8,Neutro
CUST049540,TKT0076135,2022-08-29,1,8,Neutro
CUST010864,TKT0149825,2022-01-24,1,8,Neutro
CUST007960,TKT0090130,2022-08-05,0,1,Detrator
CUST041635,TKT0021725,2025-09-08,1,10,Promotor
CUST046421,TKT0096375,2024-01-29,1,10,Promotor
CUST008986,TKT0083063,2025-09-04,1,9,Promotor
CUST012838,TKT0057575,2025-12-13,0,0,Detrator
CUST032469,TKT0044039,2024-02-27,1,9,Promotor
CUST023835,TKT0092969,2024-03-18,1,9,Promotor
CUST021329,TKT0145970,2025-01-07,0,1,Detrator
CUST006851,TKT0031014,2025-02-11,1,10,Promotor
CUST033366,TKT0005908,2023-08-19,0,4,Detrator
CUST046692,TKT0011282,2023-08-09,1,10,Promotor
CUST033824,TKT0130755,2022-05-09,1,10,Promotor
CUST038887,TKT0086668,2022-09-07,1,9,Promotor
CUST045880,TKT0076677,2023-10-17,1,10,Promotor
CUST046073,TKT0133345,2023-03-22,1,9,Promotor
CUST021095,TKT0007047,2023-12-26,1,9,Promotor
CUST027924,TKT0114485,2024-07-21,1,9,Promotor
CUST034053,TKT0003608,2024-11-03,1,8,Neutro
CUST034224,TKT0017240,2023-01-14,1,8,Neutro
CUST002003,TKT0140984,2023-04-01,1,8,Neutro
CUST022276,TKT0124194,2025-04-22,1,9,Promotor
CUST002203,TKT0081423,2022-04-24,1,10,Promotor
CUST022630,TKT0063642,2025-04-11,1,8,Neutro
CUST014773,TKT0107893,2025-07-12,0,0,Detrator
CUST044044,TKT0007397,2025-06-15,1,10,Promotor
CUST018402,TKT0052003,2025-01-22,1,10,Promotor
CUST016746,TKT0120739,2024-12-23,0,4,Detrator
CUST019524,TKT0100876,2023-05-19,0,5,Detrator
CUST007647,TKT0065907,2023-04-19,1,9,Promotor
CUST033346,TKT0077159,2025-11-16,1,9,Promotor
CUST038388,TKT0130139,2022-11-02,1,9,Promotor
CUST004466,TKT0124824,2025-03-29,0,6,Detrator
CUST043690,TKT0062568,2023-08-13,1,9,Promotor
CUST008631,TKT0004849,2025-11-06,1,10,Promotor
CUST005894,TKT0003292,2023-05-12,1,8,Neutro
CUST012729,TKT0134917,2022-02-22,0,6,Detrator
CUST016947,TKT0073809,2022-06-05,0,6,Detrator
CUST003072,TKT0129432,2023-03-12,0,2,Detrator
CUST048476,TKT0036298,2025-09-05,0,0,Detrator
CUST025189,TKT0145173,2025-09-16,0,1,Detrator
CUST005510,TKT0079089,2025-01-12,1,8,Neutro
CUST024788,TKT0071718,2024-04-29,1,9,Promotor
CUST017146,TKT0026081,2022-09-25,1,10,Promotor
CUST028833,TKT0021465,2022-06-30,1,10,Promotor
CUST037747,TKT0068231,2024-08-30,1,10,Promotor
CUST009507,TKT0124129,2023-05-08,1,9,Promotor
CUST007786,TKT0082377,2022-06-01,1,9,Promotor
CUST001864,TKT0119663,2022-03-23,1,8,Neutro
CUST028426,TKT0148786,2022-07-25,1,8,Neutro
CUST007062,TKT0071444,2024-06-15,0,4,Detrator
CUST049669,TKT0133296,2022-04-13,0,5,Detrator
CUST007499,TKT0050087,2024-07-17,0,1,Detrator
CUST023409,TKT0007794,2024-04-07,1,9,Promotor
CUST015761,TKT0136008,2025-04-16,1,9,Promotor
CUST012394,TKT0091815,2025-11-07,1,10,Promotor
CUST031756,TKT0057813,2025-10-30,1,9,Promotor
CUST000658,TKT0139946,2023-04-26,1,10,Promotor
CUST022780,TKT0108443,2024-09-19,1,9,Promotor
CUST036476,TKT0030596,2024-08-15,1,8,Neutro
CUST022269,TKT0014105,2024-07-01,0,0,Detrator
CUST022958,TKT0110115,2022-09-22,1,9,Promotor
CUST009030,TKT0070054,2022-01-05,1,8,Neutro
CUST013051,TKT0058828,2023-01-12,0,5,Detrator
CUST043454,TKT0129972,2023-06-17,1,8,Neutro
CUST001984,TKT0019915,2022-03-18,1,10,Promotor
CUST028046,TKT0018576,2025-07-23,1,10,Promotor
CUST048099,TKT0102284,2025-10-31,0,1,Detrator
CUST009994,TKT0011864,2023-03-01,1,10,Promotor
CUST034940,TKT0130565,2023-04-17,1,8,Neutro
CUST011852,TKT0057580,2024-04-05,0,6,Detrator
CUST039904,TKT0076136,2024-03-07,1,8,Neutro
CUST000459,TKT0063392,2022-05-26,1,9,Promotor
CUST007370,TKT0135911,2024-02-06,1,8,Neutro
CUST034694,TKT0110840,2022-12-08,1,8,Neutro
CUST044930,TKT0027423,2022-12-01,0,0,Detrator
CUST001351,TKT0101866,2023-08-05,1,8,Neutro
CUST037193,TKT0123005,2023-06-06,1,8,Neutro
CUST008543,TKT0089477,2022-10-10,1,10,Promotor
CUST028833,TKT0102922,2024-03-29,0,2,Detrator
CUST037451,TKT0130091,2022-08-29,1,8,Neutro
CUST046180,TKT0046729,2025-11-14,1,10,Promotor
CUST032352,TKT0085909,2022-11-29,0,5,Detrator
CUST001433,TKT0101144,2023-06-26,1,9,Promotor
CUST021127,TKT0008044,2025-02-24,1,8,Neutro
CUST001322,TKT0080051,2025-03-07,0,6,Detrator
CUST000311,TKT0024297,2023-09-17,1,9,Promotor
CUST020625,TKT0087337,2023-03-27,1,9,Promotor
CUST045330,TKT0075580,2024-09-12,0,6,Detrator
CUST041712,TKT0022963,2024-07-08,1,10,Promotor
CUST035868,TKT0005911,2025-03-03,0,6,Detrator
CUST019659,TKT0131320,2025-08-14,1,9,Promotor
CUST049042,TKT0050797,2023-10-09,1,8,Neutro
CUST046138,TKT0024709,2024-04-04,1,8,Neutro
CUST030847,TKT0053829,2023-08-17,0,1,Detrator
CUST034694,TKT0036511,2024-01-25,1,10,Promotor
CUST012042,TKT0064975,2024-12-17,1,10,Promotor
CUST043075,TKT0129320,2025-11-21,1,9,Promotor
CUST027903,TKT0149232,2024-10-25,0,3,Detrator
CUST017101,TKT0065539,2024-01-27,0,4,Detrator
CUST044725,TKT0139089,2023-08-05,0,0,Detrator
CUST023214,TKT0128975,2024-09-21,1,10,Promotor
CUST033151,TKT0086962,2025-08-27,1,9,Promotor
CUST029032,TKT0113445,2023-09-11,1,10,Promotor
CUST012034,TKT0027459,2023-09-20,0,0,Detrator
CUST041463,TKT0041880,2024-01-20,1,10,Promotor
CUST040662,TKT0082418,2025-04-01,1,10,Promotor
CUST023771,TKT0101112,2025-04-01,1,10,Promotor
CUST034113,TKT0040683,2024-08-12,0,5,Detrator
CUST016219,TKT0038031,2023-08-03,0,1,Detrator
CUST028380,TKT0055346,2025-07-16,1,10,Promotor
CUST029552,TKT0057393,2022-05-06,1,9,Promotor
CUST014402,TKT0132886,2022-11-28,1,8,Neutro
CUST041300,TKT0106963,2022-11-01,1,10,Promotor
CUST025117,TKT0065945,2024-02-13,1,8,Neutro
CUST049815,TKT0050344,2024-03-26,1,8,Neutro
CUST033614,TKT0053003,2023-05-17,1,9,Promotor
CUST025905,TKT0042443,2023-12-25,1,10,Promotor
CUST043601,TKT0008101,2025-06-13,1,10,Promotor
CUST018637,TKT0069788,2025-10-24,1,10,Promotor
CUST029047,TKT0135697,2023-12-18,1,10,Promotor
CUST030661,TKT0056138,2025-06-09,0,5,Detrator
CUST042206,TKT0012616,2025-05-21,0,4,Detrator
CUST033376,TKT0059245,2025-01-07,1,8,Neutro
CUST032893,TKT0013296,2022-04-24,1,9,Promotor
CUST043275,TKT0011389,2025-11-09,1,10,Promotor
CUST023993,TKT0046983,2024-02-17,1,9,Promotor
CUST007754,TKT0124725,2023-02-28,1,10,Promotor
CUST002127,TKT0080158,2025-12-05,1,10,Promotor
CUST006134,TKT0011031,2022-04-28,1,8,Neutro
CUST032059,TKT0116421,2025-02-09,1,8,Neutro
CUST040869,TKT0064062,2022-10-03,1,9,Promotor
CUST027622,TKT0061672,2022-07-25,1,8,Neutro
CUST015100,TKT0061901,2024-02-08,1,10,Promotor
CUST042330,TKT0058683,2024-08-19,1,10,Promotor
CUST009839,TKT0116963,2024-03-23,1,8,Neutro
CUST025481,TKT0018855,2024-01-12,0,5,Detrator
CUST006708,TKT0081908,2025-06-14,0,3,Detrator
CUST011286,TKT0121291,2025-02-25,1,8,Neutro
CUST020399,TKT0046787,2025-12-21,1,9,Promotor
CUST003087,TKT0042160,2022-09-24,1,10,Promotor
CUST020321,TKT0101026,2024-05-25,1,10,Promotor
CUST038060,TKT0111695,2025-06-24,0,0,Detrator
CUST028481,TKT0132187,2022-10-30,1,8,Neutro
CUST035710,TKT0120916,2022-01-10,1,9,Promotor
CUST033178,TKT0089800,2025-01-18,0,6,Detrator
CUST020700,TKT0082027,2024-08-20,1,9,Promotor
CUST005208,TKT0091014,2025-05-05,0,5,Detrator
CUST001321,TKT0048054,2024-01-26,1,8,Neutro
CUST017238,TKT0124096,2024-02-17,1,9,Promotor
CUST035481,TKT0127760,2024-09-01,1,8,Neutro
CUST019985,TKT0090651,2024-04-03,0,1,Detrator
CUST047302,TKT0108633,2025-02-28,0,5,Detrator
CUST006475,TKT0048659,2022-05-23,1,9,Promotor
CUST007801,TKT0057653,2025-08-24,0,5,Detrator
CUST016748,TKT0035337,2023-05-26,1,8,Neutro
CUST003004,TKT0115127,2023-10-22,1,10,Promotor
CUST024668,TKT0024543,2025-01-04,1,8,Neutro
CUST013449,TKT0103681,2024-12-07,1,8,Neutro
CUST017487,TKT0049803,2022-01-24,1,10,Promotor
CUST006529,TKT0082467,2022-01-13,1,10,Promotor
CUST015372,TKT0120060,2022-10-07,0,0,Detrator
CUST031469,TKT0059807,2025-07-18,0,0,Detrator
CUST013541,TKT0097462,2022-03-29,1,10,Promotor
CUST038129,TKT0087772,2024-12-12,0,1,Detrator
CUST000996,TKT0049489,2023-06-23,1,10,Promotor
CUST019918,TKT0087243,2022-11-24,0,3,Detrator
CUST034523,TKT0117393,2022-02-19,1,8,Neutro
CUST038256,TKT0087590,2024-12-07,0,6,Detrator
CUST031325,TKT0078815,2022-01-07,1,10,Promotor
CUST002426,TKT0022882,2023-04-20,0,3,Detrator
CUST002539,TKT0094936,2025-11-18,1,10,Promotor
CUST047542,TKT0080163,2022-11-16,0,5,Detrator
CUST025210,TKT0043470,2025-08-07,0,3,Detrator
CUST027909,TKT0120783,2023-11-21,1,9,Promotor
CUST009767,TKT0045139,2023-05-29,1,8,Neutro
CUST048034,TKT0124285,2024-05-26,0,4,Detrator
CUST026832,TKT0128382,2025-03-07,0,1,Detrator
CUST019435,TKT0060725,2025-11-30,1,10,Promotor
CUST046947,TKT0130148,2023-02-05,1,10,Promotor
CUST022285,TKT0149553,2025-11-19,0,6,Detrator
CUST022514,TKT0040938,2025-03-23,1,8,Neutro
CUST030267,TKT0081556,2022-01-10,1,8,Neutro
CUST047381,TKT0133820,2022-09-22,1,8,Neutro
CUST034401,TKT0004946,2024-12-31,0,0,Detrator
CUST021656,TKT0094386,2022-02-08,1,9,Promotor
CUST048492,TKT0068387,2025-12-30,1,9,Promotor
CUST030695,TKT0000149,2022-07-21,0,1,Detrator
CUST022207,TKT0041307,2022-06-01,0,5,Detrator
CUST034027,TKT0043379,2022-02-26,1,8,Neutro
CUST045638,TKT0078806,2022-05-22,0,3,Detrator
CUST027974,TKT0061602,2022-11-10,1,9,Promotor
CUST013352,TKT0024781,2024-02-22,1,9,Promotor
CUST036684,TKT0131383,2023-08-13,1,9,Promotor
CUST021774,TKT0078171,2024-04-15,1,8,Neutro
CUST038410,TKT0006122,2023-01-23,1,8,Neutro
CUST041664,TKT0033578,2025-10-05,1,9,Promotor
CUST042814,TKT0052279,2023-10-30,0,4,Detrator
CUST042761,TKT0148318,2024-01-10,1,8,Neutro
CUST000038,TKT0007695,2025-08-06,1,8,Neutro
CUST004704,TKT0121422,2025-08-12,0,5,Detrator
CUST028710,TKT0029731,2022-06-30,0,1,Detrator
CUST035864,TKT0021242,2025-11-26,0,4,Detrator
CUST022693,TKT0088421,2025-09-17,1,10,Promotor
CUST027566,TKT0002219,2024-07-28,1,8,Neutro
CUST032445,TKT0013369,2023-09-16,1,9,Promotor
CUST023771,TKT0017377,2022-12-21,1,10,Promotor
CUST027441,TKT0057758,2023-01-02,1,10,Promotor
CUST042119,TKT0131161,2023-05-11,1,10,Promotor
CUST025769,TKT0115520,2025-12-29,1,8,Neutro
CUST020343,TKT0075964,2023-02-21,1,8,Neutro
CUST039224,TKT0030193,2025-08-16,1,9,Promotor
CUST015067,TKT0002977,2023-07-09,1,8,Neutro
CUST019006,TKT0080828,2025-05-25,1,9,Promotor
